example_id,split,source,target,serialization,group_id,augmentation_index
train-000690970,train,c1ccncc1.Nc1ccc(Cl)cc1-n1nnc2ncccc21.CCOC(C)=O.CS(=O)(=O)Cl.CCOC(=O)c1ccc(S(=O)(=O)Cl)cc1F,N(c1ccc(Cl)cc1-n1nnc2ncccc21)S(=O)(=O)c1ccc(C(=O)OCC)c(F)c1,r_smiles,train-group-000138194,0
train-000690971,train,c1ccncc1.O(CC)C(C)=O.ClS(C)(=O)=O.C(=O)(OCC)c1ccc(S(=O)(=O)Cl)cc1F.c12cccnc1nnn2-c1cc(Cl)ccc1N,c12cccnc1nnn2-c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(=O)OCC)c(F)c1,r_smiles,train-group-000138194,1
train-000690972,train,S(C)(=O)(=O)Cl.O=C(OCC)c1ccc(S(=O)(=O)Cl)cc1F.c1ccncc1.CC(=O)OCC.Nc1ccc(Cl)cc1-n1nnc2ncccc21,N(c1ccc(Cl)cc1-n1nnc2ncccc21)S(=O)(=O)c1ccc(C(=O)OCC)c(F)c1,r_smiles,train-group-000138194,2
train-000690973,train,c1(N)ccc(Cl)cc1-n1nnc2ncccc21.c1ccncc1.C(C)(=O)OCC.ClS(C)(=O)=O.c1(C(=O)OCC)ccc(S(=O)(=O)Cl)cc1F,c1(NS(=O)(=O)c2ccc(C(=O)OCC)c(F)c2)ccc(Cl)cc1-n1nnc2ncccc21,r_smiles,train-group-000138194,3
train-000690974,train,C(C)OC(C)=O.O=S(=O)(Cl)c1ccc(C(=O)OCC)c(F)c1.CS(=O)(=O)Cl.c1ccccn1.c1cnc2nnn(-c3cc(Cl)ccc3N)c2c1,c1cnc2nnn(-c3cc(Cl)ccc3NS(=O)(=O)c3ccc(C(=O)OCC)c(F)c3)c2c1,r_smiles,train-group-000138194,4
train-002190270,train,C=CC(=O)OC(C)(C)C.CO.OCCCc1ccncc1,O(CCCc1ccncc1)CCC(=O)OC(C)(C)C,r_smiles,train-group-000438054,0
train-002190271,train,C(C)(C)(C)OC(=O)C=C.c1(CCCO)ccncc1.CO,c1(CCCOCCC(=O)OC(C)(C)C)ccncc1,r_smiles,train-group-000438054,1
train-002190272,train,OC.C(CO)Cc1ccncc1.C(C)(C)(C)OC(=O)C=C,C(COCCC(=O)OC(C)(C)C)Cc1ccncc1,r_smiles,train-group-000438054,2
train-002190273,train,CO.C(=C)C(=O)OC(C)(C)C.c1(CCCO)ccncc1,c1(CCCOCCC(=O)OC(C)(C)C)ccncc1,r_smiles,train-group-000438054,3
train-002190274,train,c1cnccc1CCCO.O=C(C=C)OC(C)(C)C.CO,c1cnccc1CCCOCCC(=O)OC(C)(C)C,r_smiles,train-group-000438054,4
train-000259750,train,COC(=O)C(CI)C(=O)OC(C)(C)C.FC(F)(F)c1cc(I)ccn1,COC(=O)C(Cc1ccnc(C(F)(F)F)c1)C(=O)OC(C)(C)C,r_smiles,train-group-000051950,0
train-000259751,train,COC(=O)C(CI)C(=O)OC(C)(C)C.c1(I)ccnc(C(F)(F)F)c1,COC(=O)C(Cc1ccnc(C(F)(F)F)c1)C(=O)OC(C)(C)C,r_smiles,train-group-000051950,1
train-000259752,train,FC(F)(F)c1cc(I)ccn1.COC(=O)C(CI)C(=O)OC(C)(C)C,COC(=O)C(Cc1ccnc(C(F)(F)F)c1)C(=O)OC(C)(C)C,r_smiles,train-group-000051950,2
train-000259753,train,c1(I)ccnc(C(F)(F)F)c1.O(C(=O)C(CI)C(=O)OC)C(C)(C)C,O(C(=O)C(Cc1ccnc(C(F)(F)F)c1)C(=O)OC)C(C)(C)C,r_smiles,train-group-000051950,3
train-000259754,train,ICC(C(=O)OC)C(=O)OC(C)(C)C.C(F)(F)(F)c1cc(I)ccn1,C(c1ccnc(C(F)(F)F)c1)C(C(=O)OC)C(=O)OC(C)(C)C,r_smiles,train-group-000051950,4
train-001508080,train,N#Cc1cccc(C(=O)O)c1.CN(C)C=O.Cc1ccccc1.O=S(Cl)Cl,N#Cc1cccc(C(=O)Cl)c1,r_smiles,train-group-000301616,0
train-001508081,train,c1(C(=O)O)cccc(C#N)c1.c1ccc(C)cc1.N(C)(C)C=O.ClS(=O)Cl,c1(C(=O)Cl)cccc(C#N)c1,r_smiles,train-group-000301616,1
train-001508082,train,c1cccc(C)c1.S(=O)(Cl)Cl.O=C(O)c1cccc(C#N)c1.C(=O)N(C)C,O=C(Cl)c1cccc(C#N)c1,r_smiles,train-group-000301616,2
train-001508083,train,c1ccccc1C.c1ccc(C#N)cc1C(=O)O.N(C)(C)C=O.ClS(=O)Cl,c1ccc(C#N)cc1C(=O)Cl,r_smiles,train-group-000301616,3
train-001508084,train,C(=O)N(C)C.c1cccc(C)c1.OC(=O)c1cccc(C#N)c1.ClS(=O)Cl,C(=O)(Cl)c1cccc(C#N)c1,r_smiles,train-group-000301616,4
train-000440915,train,COC=C1C(=O)NC(=O)c2ccc(Br)cc21.CC(N)(C(=O)O)c1ccc(N)cc1.CN(C)C=O,C(Nc1ccc(C(C)(N)C(=O)O)cc1)=C1C(=O)NC(=O)c2ccc(Br)cc21,r_smiles,train-group-000088183,0
train-000440916,train,CN(C)C=O.c1cc(N)ccc1C(C)(N)C(=O)O.c1c(Br)ccc2c1C(=COC)C(=O)NC2=O,c1c(Br)ccc2c1C(=CNc1ccc(C(C)(N)C(=O)O)cc1)C(=O)NC2=O,r_smiles,train-group-000088183,1
train-000440917,train,c1cc(N)ccc1C(C)(N)C(=O)O.C1(=COC)C(=O)NC(=O)c2ccc(Br)cc21.N(C)(C)C=O,C1(=CNc2ccc(C(C)(N)C(=O)O)cc2)C(=O)NC(=O)c2ccc(Br)cc21,r_smiles,train-group-000088183,2
train-000440918,train,OC(=O)C(C)(N)c1ccc(N)cc1.CN(C)C=O.c1cc(Br)cc2c1C(=O)NC(=O)C2=COC,c1cc(Br)cc2c1C(=O)NC(=O)C2=CNc1ccc(C(C)(N)C(=O)O)cc1,r_smiles,train-group-000088183,3
train-000440919,train,c1c(Br)ccc2c1C(=COC)C(=O)NC2=O.NC(C)(C(=O)O)c1ccc(N)cc1.C(=O)N(C)C,c1c(Br)ccc2c1C(=CNc1ccc(C(C)(N)C(=O)O)cc1)C(=O)NC2=O,r_smiles,train-group-000088183,4
train-001310135,train,ClC(Cl)Cl.O=C(OO)c1cccc(Cl)c1.C=C(C)Cc1c(O)c(Cl)cc(F)c1-n1c(=O)cc(C(F)(F)F)n(C)c1=O,C1OC1(C)Cc1c(O)c(Cl)cc(F)c1-n1c(=O)cc(C(F)(F)F)n(C)c1=O,r_smiles,train-group-000262027,0
train-001310136,train,O(O)C(=O)c1cccc(Cl)c1.n1(-c2c(F)cc(Cl)c(O)c2CC(=C)C)c(=O)cc(C(F)(F)F)n(C)c1=O.ClC(Cl)Cl,n1(-c2c(F)cc(Cl)c(O)c2CC2(C)CO2)c(=O)cc(C(F)(F)F)n(C)c1=O,r_smiles,train-group-000262027,1
train-001310137,train,Clc1cccc(C(=O)OO)c1.ClC(Cl)Cl.c1(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc(Cl)c(O)c1CC(=C)C,c1(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc(Cl)c(O)c1CC1(C)CO1,r_smiles,train-group-000262027,2
train-001310138,train,O=c1n(C)c(C(F)(F)F)cc(=O)n1-c1c(F)cc(Cl)c(O)c1CC(=C)C.ClC(Cl)Cl.c1c(Cl)cccc1C(=O)OO,O=c1n(C)c(C(F)(F)F)cc(=O)n1-c1c(F)cc(Cl)c(O)c1CC1(C)CO1,r_smiles,train-group-000262027,3
train-001310139,train,c1ccc(C(=O)OO)cc1Cl.O=c1cc(C(F)(F)F)n(C)c(=O)n1-c1c(F)cc(Cl)c(O)c1CC(=C)C.ClC(Cl)Cl,O=c1cc(C(F)(F)F)n(C)c(=O)n1-c1c(F)cc(Cl)c(O)c1CC1(C)CO1,r_smiles,train-group-000262027,4
train-000263575,train,c1ccncc1.CCOC(=O)Cc1nnc(N)s1.CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1.Cl,CC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(CC(=O)OCC)s2)cc1,r_smiles,train-group-000052715,0
train-000263576,train,c1cccnc1.Cl.CCOC(=O)Cc1nnc(N)s1.c1cc(S(=O)(=O)Cl)ccc1NC(C)=O,c1cc(S(=O)(=O)Nc2nnc(CC(=O)OCC)s2)ccc1NC(C)=O,r_smiles,train-group-000052715,1
train-000263577,train,C(C)(=O)Nc1ccc(S(=O)(=O)Cl)cc1.C(C(=O)OCC)c1nnc(N)s1.c1ccccn1.Cl,C(C)(=O)Nc1ccc(S(=O)(=O)Nc2nnc(CC(=O)OCC)s2)cc1,r_smiles,train-group-000052715,2
train-000263578,train,S(=O)(=O)(Cl)c1ccc(NC(C)=O)cc1.c1ccncc1.Cl.n1nc(N)sc1CC(=O)OCC,S(=O)(=O)(Nc1nnc(CC(=O)OCC)s1)c1ccc(NC(C)=O)cc1,r_smiles,train-group-000052715,3
train-000263579,train,N(C(C)=O)c1ccc(S(=O)(=O)Cl)cc1.c1cccnc1.n1nc(N)sc1CC(=O)OCC.Cl,N(C(C)=O)c1ccc(S(=O)(=O)Nc2nnc(CC(=O)OCC)s2)cc1,r_smiles,train-group-000052715,4
train-000940490,train,N#Cc1c(F)cccc1F.[Zn].C1CCOC1.CCOC(=O)CBr.[Cl-].[NH4+].[I],NC(=CC(=O)OCC)c1c(F)cccc1F,r_smiles,train-group-000188098,0
train-000940491,train,[NH4+].[Cl-].[I].C(Br)C(=O)OCC.Fc1cccc(F)c1C#N.[Zn].C1CCOC1,Fc1cccc(F)c1C(N)=CC(=O)OCC,r_smiles,train-group-000188098,1
train-000940492,train,[NH4+].C1CCOC1.[Zn].[I].C(Br)C(=O)OCC.c1(F)cccc(F)c1C#N.[Cl-],c1(F)cccc(F)c1C(N)=CC(=O)OCC,r_smiles,train-group-000188098,2
train-000940493,train,[Cl-].CCOC(=O)CBr.C1CCOC1.[I].c1(C#N)c(F)cccc1F.[Zn].[NH4+],c1(C(N)=CC(=O)OCC)c(F)cccc1F,r_smiles,train-group-000188098,3
train-000940494,train,[Zn].[Cl-].C1CCOC1.[NH4+].[I].Fc1cccc(F)c1C#N.C(C)OC(=O)CBr,Fc1cccc(F)c1C(N)=CC(=O)OCC,r_smiles,train-group-000188098,4
train-001259825,train,CC(=O)OC(C)=O.CNC(=O)C(NC(=O)c1ccc(-c2ccc3nc(N)[nH]c3c2)o1)C1CCCCC1.c1ccncc1,CNC(=O)C(NC(=O)c1ccc(-c2ccc3nc(NC(C)=O)[nH]c3c2)o1)C1CCCCC1,r_smiles,train-group-000251965,0
train-001259826,train,c1ccncc1.O(C(C)=O)C(C)=O.O=C(NC)C(NC(=O)c1ccc(-c2ccc3nc(N)[nH]c3c2)o1)C1CCCCC1,O=C(NC)C(NC(=O)c1ccc(-c2ccc3nc(NC(C)=O)[nH]c3c2)o1)C1CCCCC1,r_smiles,train-group-000251965,1
train-001259827,train,n1ccccc1.C(=O)(NC)C(NC(=O)c1ccc(-c2ccc3nc(N)[nH]c3c2)o1)C1CCCCC1.O(C(C)=O)C(C)=O,C(=O)(NC)C(NC(=O)c1ccc(-c2ccc3nc(NC(C)=O)[nH]c3c2)o1)C1CCCCC1,r_smiles,train-group-000251965,2
train-001259828,train,C1CCC(C(NC(=O)c2ccc(-c3ccc4nc(N)[nH]c4c3)o2)C(=O)NC)CC1.c1ccncc1.CC(=O)OC(C)=O,C1CCC(C(NC(=O)c2ccc(-c3ccc4nc(NC(C)=O)[nH]c4c3)o2)C(=O)NC)CC1,r_smiles,train-group-000251965,3
train-001259829,train,c1ccccn1.CC(=O)OC(C)=O.O=C(NC(C(=O)NC)C1CCCCC1)c1ccc(-c2ccc3nc(N)[nH]c3c2)o1,O=C(NC(C(=O)NC)C1CCCCC1)c1ccc(-c2ccc3nc(NC(C)=O)[nH]c3c2)o1,r_smiles,train-group-000251965,4
train-001624345,train,Cl.C1CCOC1.COc1cccc2c1COC2=O.[BH4-].[Li+],COc1cccc(CO)c1CO,r_smiles,train-group-000324869,0
train-001624346,train,Cl.[Li+].c1ccc(OC)c2c1C(=O)OC2.O1CCCC1.[BH4-],c1ccc(OC)c(CO)c1CO,r_smiles,train-group-000324869,1
train-001624347,train,O1CCCC1.[Li+].Cl.[BH4-].COc1cccc2c1COC2=O,COc1cccc(CO)c1CO,r_smiles,train-group-000324869,2
train-001624348,train,[Li+].[BH4-].O1CCCC1.C1OC(=O)c2cccc(OC)c21.Cl,C(O)c1c(CO)cccc1OC,r_smiles,train-group-000324869,3
train-001624349,train,c12c(OC)cccc1C(=O)OC2.[Li+].C1CCCO1.[BH4-].Cl,c1(CO)c(CO)cccc1OC,r_smiles,train-group-000324869,4
train-001167675,train,c1ccncc1.CCN(CC)CC.O=S(=O)=O.CS(C)=O.O=C(c1ccccc1)N1CC(O)C1,O=C(c1ccccc1)N1CC(=O)C1,r_smiles,train-group-000233535,0
train-001167676,train,OC1CN(C(=O)c2ccccc2)C1.S(C)(C)=O.O=S(=O)=O.c1ccccn1.CCN(CC)CC,O=C1CN(C(=O)c2ccccc2)C1,r_smiles,train-group-000233535,1
train-001167677,train,c1(C(=O)N2CC(O)C2)ccccc1.O=S(=O)=O.c1cccnc1.CCN(CC)CC.CS(C)=O,c1(C(=O)N2CC(=O)C2)ccccc1,r_smiles,train-group-000233535,2
train-001167678,train,CS(C)=O.c1cccc(C(=O)N2CC(O)C2)c1.c1cccnc1.C(C)N(CC)CC.O=S(=O)=O,c1cccc(C(=O)N2CC(=O)C2)c1,r_smiles,train-group-000233535,3
train-001167679,train,c1ccncc1.OC1CN(C(=O)c2ccccc2)C1.CS(C)=O.CCN(CC)CC.O=S(=O)=O,O=C1CN(C(=O)c2ccccc2)C1,r_smiles,train-group-000233535,4
train-002157355,train,NCCO.CN(C)C(On1nnc2cccnc21)=[N+](C)C.F[P-](F)(F)(F)(F)F.CCN(C(C)C)C(C)C.CC(C)(C)c1nc2cc(S(=O)(=O)n3ccc(C(=O)O)c3)ccc2n1CC1CCC(F)CC1.CN(C)C=O,CC(C)(C)c1nc2cc(S(=O)(=O)n3ccc(C(=O)NCCO)c3)ccc2n1CC1CCC(F)CC1,r_smiles,train-group-000431471,0
train-002157356,train,c1ccnc2c1nnn2OC(N(C)C)=[N+](C)C.NCCO.O=S(=O)(c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCC(F)CC1)n1ccc(C(=O)O)c1.N(C)(C)C=O.C(C)(C)N(CC)C(C)C.F[P-](F)(F)(F)(F)F,O=S(=O)(c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCC(F)CC1)n1ccc(C(=O)NCCO)c1,r_smiles,train-group-000431471,1
train-002157357,train,CC(C)(C)c1nc2cc(S(=O)(=O)n3ccc(C(=O)O)c3)ccc2n1CC1CCC(F)CC1.CCN(C(C)C)C(C)C.F[P-](F)(F)(F)(F)F.N(C)(C)C=O.C(O)CN.n1(OC(N(C)C)=[N+](C)C)nnc2cccnc21,CC(C)(C)c1nc2cc(S(=O)(=O)n3ccc(C(=O)NCCO)c3)ccc2n1CC1CCC(F)CC1,r_smiles,train-group-000431471,2
train-002157358,train,CC(C)(C)c1nc2cc(S(=O)(=O)n3ccc(C(=O)O)c3)ccc2n1CC1CCC(F)CC1.F[P-](F)(F)(F)(F)F.CCN(C(C)C)C(C)C.n1nc2cccnc2n1OC(N(C)C)=[N+](C)C.N(C)(C)C=O.C(O)CN,CC(C)(C)c1nc2cc(S(=O)(=O)n3ccc(C(=O)NCCO)c3)ccc2n1CC1CCC(F)CC1,r_smiles,train-group-000431471,3
train-002157359,train,n1c(C(C)(C)C)n(CC2CCC(F)CC2)c2ccc(S(=O)(=O)n3ccc(C(=O)O)c3)cc12.F[P-](F)(F)(F)(F)F.NCCO.CCN(C(C)C)C(C)C.CN(C)C=O.CN(C)C(On1nnc2cccnc21)=[N+](C)C,n1c(C(C)(C)C)n(CC2CCC(F)CC2)c2ccc(S(=O)(=O)n3ccc(C(=O)NCCO)c3)cc12,r_smiles,train-group-000431471,4
train-000357400,train,[K+].[OH-].C=CCC(C)C(O)CC(=O)OC.CO,C=CCC(C)C(O)CC(=O)O,r_smiles,train-group-000071480,0
train-000357401,train,OC.[OH-].C=CCC(C)C(O)CC(=O)OC.[K+],C=CCC(C)C(O)CC(=O)O,r_smiles,train-group-000071480,1
train-000357402,train,[K+].[OH-].OC.O=C(CC(O)C(C)CC=C)OC,O=C(O)CC(O)C(C)CC=C,r_smiles,train-group-000071480,2
train-000357403,train,C(C=C)C(C)C(O)CC(=O)OC.[K+].CO.[OH-],C(C=C)C(C)C(O)CC(=O)O,r_smiles,train-group-000071480,3
train-000357404,train,OC(CC(=O)OC)C(C)CC=C.CO.[OH-].[K+],OC(CC(=O)O)C(C)CC=C,r_smiles,train-group-000071480,4
train-000010740,train,OCCCCCCBr.ClCCl.CCO.O.CS(=O)O.CO,OCCCCCCS(C)(=O)=O,r_smiles,train-group-000002148,0
train-000010741,train,ClCCl.C(C)O.OS(C)=O.OC.C(CBr)CCCCO.O,C(CCCCO)CS(C)(=O)=O,r_smiles,train-group-000002148,1
train-000010742,train,O.C(Cl)Cl.CO.BrCCCCCCO.C(C)O.CS(=O)O,C(CCCCCO)S(C)(=O)=O,r_smiles,train-group-000002148,2
train-000010743,train,C(C)O.C(Cl)Cl.CO.C(CBr)CCCCO.O.S(C)(=O)O,C(CCCCO)CS(C)(=O)=O,r_smiles,train-group-000002148,3
train-000010744,train,O.ClCCl.BrCCCCCCO.OC.OCC.O=S(C)O,C(CCCCCO)S(C)(=O)=O,r_smiles,train-group-000002148,4
train-000147375,train,CO.[BH3-]C#N.O=C1CCCCC1.CC(=O)O.CC(O)CN,C1(NCC(C)O)CCCCC1,r_smiles,train-group-000029475,0
train-000147376,train,CC(=O)O.OC(C)CN.C1CCC(=O)CC1.OC.C([BH3-])#N,C1CCC(NCC(C)O)CC1,r_smiles,train-group-000029475,1
train-000147377,train,OC.CC(=O)O.OC(C)CN.C([BH3-])#N.C1CCCC(=O)C1,C1CCCC(NCC(C)O)C1,r_smiles,train-group-000029475,2
train-000147378,train,OC(C)CN.N#C[BH3-].O=C(C)O.O=C1CCCCC1.CO,C1(NCC(C)O)CCCCC1,r_smiles,train-group-000029475,3
train-000147379,train,CC(O)CN.OC.C([BH3-])#N.C1CCCCC1=O.CC(=O)O,C1CCCCC1NCC(C)O,r_smiles,train-group-000029475,4
train-001202255,train,CCN(CC)CC.O=[N+]([O-])c1cnc(NCc2ccccc2OC(F)(F)F)nc1NCC1CCC(N2CC(O)C2)CC1.O=S(=O)([O-])[O-].O=C(Cl)C(=O)Cl.[Na+].ClCCl.CS(C)=O.[Na+],O=[N+]([O-])c1cnc(NCc2ccccc2OC(F)(F)F)nc1NCC1CCC(N2CC(=O)C2)CC1,r_smiles,train-group-000240451,0
train-001202256,train,[O-]S(=O)(=O)[O-].CS(C)=O.c1(NCC2CCC(N3CC(O)C3)CC2)nc(NCc2ccccc2OC(F)(F)F)ncc1[N+](=O)[O-].C(Cl)Cl.[Na+].[Na+].C(C)N(CC)CC.C(=O)(Cl)C(=O)Cl,c1(NCC2CCC(N3CC(=O)C3)CC2)nc(NCc2ccccc2OC(F)(F)F)ncc1[N+](=O)[O-],r_smiles,train-group-000240451,1
train-001202257,train,[Na+].C(=O)(Cl)C(=O)Cl.S(C)(C)=O.[O-]S(=O)(=O)[O-].CCN(CC)CC.[Na+].C(Cl)Cl.C1C(O)CN1C1CCC(CNc2nc(NCc3ccccc3OC(F)(F)F)ncc2[N+](=O)[O-])CC1,C1C(=O)CN1C1CCC(CNc2nc(NCc3ccccc3OC(F)(F)F)ncc2[N+](=O)[O-])CC1,r_smiles,train-group-000240451,2
train-001202258,train,S(=O)(=O)([O-])[O-].[Na+].CS(C)=O.ClCCl.C(=O)(Cl)C(=O)Cl.CCN(CC)CC.n1c(NCc2ccccc2OC(F)(F)F)ncc([N+](=O)[O-])c1NCC1CCC(N2CC(O)C2)CC1.[Na+],n1c(NCc2ccccc2OC(F)(F)F)ncc([N+](=O)[O-])c1NCC1CCC(N2CC(=O)C2)CC1,r_smiles,train-group-000240451,3
train-001202259,train,C1(N2CC(O)C2)CCC(CNc2nc(NCc3ccccc3OC(F)(F)F)ncc2[N+](=O)[O-])CC1.O=S(=O)([O-])[O-].C(=O)(Cl)C(=O)Cl.ClCCl.CCN(CC)CC.O=S(C)C.[Na+].[Na+],C1(N2CC(=O)C2)CCC(CNc2nc(NCc3ccccc3OC(F)(F)F)ncc2[N+](=O)[O-])CC1,r_smiles,train-group-000240451,4
train-001137125,train,C[O-].Oc1ccc(OCc2ccccc2)cc1.CCOC(=O)C(C)Br.[Na+].CN(C)P(=O)(N(C)C)N(C)C,O(c1ccc(OCc2ccccc2)cc1)C(C)C(=O)OCC,r_smiles,train-group-000227425,0
train-001137126,train,[Na+].c1cccc(COc2ccc(O)cc2)c1.N(C)(C)P(=O)(N(C)C)N(C)C.[O-]C.CC(Br)C(=O)OCC,c1cccc(COc2ccc(OC(C)C(=O)OCC)cc2)c1,r_smiles,train-group-000227425,1
train-001137127,train,BrC(C)C(=O)OCC.[Na+].[O-]C.c1ccc(COc2ccc(O)cc2)cc1.N(C)(C)P(=O)(N(C)C)N(C)C,c1ccc(COc2ccc(OC(C)C(=O)OCC)cc2)cc1,r_smiles,train-group-000227425,2
